Sender ID,Reply Text,Sentiment,Score,Date
962062733,они такие лапули…,Нейтральный,0.8217077851295471,2024-12-18 00:00:52
466429107,Ну суки же. Это как у ребёнка украсть.,Негативный,0.7514932751655579,2024-12-17 23:57:25
-1002316649824,Не только технологии прогрессируют🤣,Нейтральный,0.6562891006469727,2024-12-17 23:53:17
1745756827,"ОНИ ТАКИЕ МИМИМИШНЫЕ, Я НЕ МОГУ, Я ЕГО СЪЕМ ЩАС ❤️❤️❤️❤️❤️",Негативный,0.37723153829574585,2024-12-17 23:19:31
7733195148,Из-за таких и началась война со Skynet)),Положительный,0.9813360571861267,2024-12-17 22:48:31
1449786217,Он когда нибудь позовёт своего старшего братика),Положительный,0.9811102151870728,2024-12-17 22:48:12
979212689,"Конечно, оно же не может себя защитить, вот и обижают, пусть ставят сигнализацию на них",Негативный,0.7515210509300232,2024-12-17 22:47:21
6962058426,"Читаю про ограбление робота, а чувства как будто его изнасиловали, то есть еще и унизили((",Негативный,0.9949082732200623,2024-12-17 22:45:48
789938347,Такой милашка,Негативный,0.7513309121131897,2024-12-17 22:09:08
6619510859,"А работать? 
Или будут слова "" Работы нет в стране, никуда не берут, везде обман ""?",Негативный,0.7514730095863342,2024-12-17 21:51:18
322152035,"Это, конечно, был вопрос времени. Но у этих роботов хорошие камеры во все стороны, сто процентов что он записал вора. Если там кто-то без замотанного лица, то будет легко найти",Негативный,0.7515267729759216,2024-12-17 21:44:59
-1002021542486,Похищение века 😅,Нейтральный,0.5868988633155823,2024-12-17 21:42:12
5286642730,"он же такой милашка, зачем его ломать и обкрадывать? 😢😢",Положительный,0.9800154566764832,2024-12-17 21:39:31
-1001958580834,Вот-вот😂дружить с ними надо☝🏻,Нейтральный,0.7628016471862793,2024-12-17 21:32:21
5167591263,"как его можно обидеть, они же такие миленькие по улицам ездят🤏",Нейтральный,0.49039795994758606,2024-12-17 21:32:02
496975522,🤣🤣🤣,Нейтральный,0.0,2024-12-17 21:31:47
5352607206,Кхкххк,Положительный,0.9718322157859802,2024-12-17 21:22:17
1549876101,Можно же понять холодно на улице чё нить горячие тёплое захотелось человеку 🤣🤣 не 🫁 времена,Положительный,0.9596008658409119,2024-12-17 21:12:44
1549876101,Ваяяя🤣🤣,Положительный,0.9058486819267273,2024-12-17 21:11:32
1759440574,"Дизайнеры данного робота выполнили свою работу великолепно. 👏

какой же он милашный",Положительный,0.9808692932128906,2024-12-17 21:03:07
969736422,"Всё верно, большинство обеспечивают и себя, и родителей, и при этом, блин, не воруют!",Негативный,0.7515021562576294,2024-12-17 20:55:19
844619401,Сама себя обеспечиваю и кормлю,Нейтральный,0.8299739360809326,2024-12-17 20:52:08
-1001375259215,Конкуренты не дают отобрать свой хлеб он украл но заказ доставил по адресу 😂😂,Нейтральный,0.7661398649215698,2024-12-17 20:48:01
1144497750,Да любой год возьми. Всегда и везде были и будут подобные персонажи,Негативный,0.7514787912368774,2024-12-17 20:40:48
6480047132,Мне жаль этих малышей (( хоть у них и нет души,Негативный,0.9949098229408264,2024-12-17 20:40:16
1090902373,Бедненький Валл-и 😔,Негативный,0.75135338306427,2024-12-17 20:35:08
1144497750,"Скажи ещё, что в 90-ых были прилежные подростки. Все.",Негативный,0.7512539029121399,2024-12-17 20:33:34
-1002317214489,Просто заказ перепутал),Нейтральный,0.8148386478424072,2024-12-17 20:29:11
936361301,Сомневаюсь,Нейтральный,0.6958608031272888,2024-12-17 20:28:51
1737223306,"Подростки навряд ли ,вот бомжи те могут🤷‍♂️",Нейтральный,0.7379542589187622,2024-12-17 20:27:29
5183481101,киберпанк 2090?,Нейтральный,0.8285605311393738,2024-12-17 20:22:31
936361301,Подростки могут дурачится,Нейтральный,0.815325915813446,2024-12-17 20:21:31
979212689,Не уж то настолько изголодался этот человек что пришлось обокрасть робота☹️,Негативный,0.7515943646430969,2024-12-17 20:19:22
626786649,Ну что за люди 🥲,Нейтральный,0.8125900030136108,2024-12-17 20:17:19
1144497750,Эмпатия не признак интеллекта.,Негативный,0.751411497592926,2024-12-17 20:16:56
921171184,"Чувства есть у нас и наших детей. Этого достаточно, чтоб хватило эмпатии и мозга не рушить то, что есть.",Нейтральный,0.735533595085144,2024-12-17 20:14:07
908645788,"Представляю, как бы плакал и возмущался пузатенький робот, если у него были чувства и он мог бы говорить",Нейтральный,0.8028079271316528,2024-12-17 20:12:36
1737223306,"Легко отделался ,могли бы и на платы разобрать",Нейтральный,0.8296221494674683,2024-12-17 20:11:07
1328994544,"кому то еды не хватило и решили попасть на большие бабки, красавчики",Негативный,0.7514787912368774,2024-12-17 20:09:12
908645788,"хахаахахахах дааааа
Прочитал голосом Владимира Антоника",Положительный,0.9743949174880981,2024-12-17 20:05:59
921171184,"Даааа, такой миленький, как с пузиком едет и немного тупит)",Положительный,0.9906865954399109,2024-12-17 20:05:44
908645788,"Едет, аккуратненько так и у него антенна раскачивается в разные стороны, прямо как живой малыш, будто хвостиком виляет🥰",Нейтральный,0.7570825815200806,2024-12-17 20:05:01
336543511,"Вот так вот и начнётся восстание машин. 
обидели малютку курьера 😢

АНИ ВАССТАЛИ ИЗ ПЕПЛА ЙАДЕРНОЙ ВОЙНЫ",Негативный,0.7514543533325195,2024-12-17 20:04:57
6298586464,"Этому быдлу, нельзя цивилизацию показывать. Робота надо электрошоком оснащать, тогда может и доедет до адреса",Негативный,0.7514703869819641,2024-12-17 20:03:35
908645788,"Зря малыша тронули)
Шёл на Фрунзенской, один такой врезался в столбик оранжевый, я подошёл к нему и направил чуть правее, он так мило поморгал светодиодами и поехал куда-то дальше, в сторону кафе Му-Му",Положительный,0.9902400970458984,2024-12-17 20:03:30
868035226,Среди нас проклятый человек.,Негативный,0.7515992522239685,2024-12-17 20:02:06
1008998349,"Ну да, работу найти очень тяжело ведь",Негативный,0.7512478828430176,2024-12-17 20:02:02
111436293,Как рука-то поднялась на этого пупырика. Нелюди 😭😭😭,Положительный,0.7704483270645142,2024-12-17 20:01:48
908645788,... И ВОССТАЛИ КИБЕР Убийцы....,Негативный,0.751499354839325,2024-12-17 20:01:34
921171184,"Всегда, когда вижу малыша, такое умиление - трудяга. Зимой помогаем в сугробах . Дети его обожают!😘",Негативный,0.7514479160308838,2024-12-17 20:01:08
1144497750,"Кушать реально нужно. Каждый выживает, как может. Не у всех дома родители, которые Вас обеспечивают.",Нейтральный,0.8143258690834045,2024-12-17 20:00:52
1008998349,Какие важные ребята!,Негативный,0.751630425453186,2024-12-17 19:59:38
1008998349,"Кушать же хочется, а работать – нет",Негативный,0.7031406164169312,2024-12-17 19:58:29
1811155284,Возмездие близко!,Негативный,0.7515840530395508,2024-12-17 19:58:28
410473753,вот и западные ценности дошли до нас,Нейтральный,0.8176593780517578,2024-12-17 19:58:28
573880271,Не ту профессию он выбрал,Негативный,0.6936063170433044,2024-12-17 19:58:15
1737223306,Бичам закуски захотелось,Негативный,0.7516316771507263,2024-12-17 19:57:44
1880696373,"Ставлю 100 рублей, что это был ""иностранный специалист"" (москвач, принимайте вызов)",Нейтральный,0.8279940485954285,2024-12-17 19:57:25
731011928,А если у настоящего курьера попробуют украсть?😂😂😂,Нейтральный,0.6486260294914246,2024-12-17 19:57:24
7355066452,"и все из-за какой-то порции еды, что с людьми не так",Нейтральный,0.7554274797439575,2024-12-17 19:56:56
-1002420355247,И я уверена найдут очень быстро !!!!,Положительный,0.9289929866790771,2024-12-17 19:56:45
712791518,Вот же люди не могут жить спокойно. Зачем так делать?,Нейтральный,0.8256261944770813,2024-12-17 19:55:59
-1001941790041,Бедненький 💔,Нейтральный,0.6484676003456116,2024-12-17 19:55:51
-1002031005656,Зато не в первый день кража👏🏻,Положительный,0.5778867602348328,2024-12-17 19:55:28
5159595989,"Бедный, мать уже искать пошла😔",Негативный,0.751559317111969,2024-12-17 19:55:20
1452856022,Наконец то будущее 😂,Положительный,0.8766734600067139,2024-12-17 19:55:14
733654749,жаль робота-доставщика 💔,Нейтральный,0.5684977769851685,2024-12-17 19:55:03
878797539,Такого малыша обидели 🙈,Положительный,0.47753286361694336,2024-12-17 19:54:58
1008998349,"Ничего-ничего, восстание машин уже скоро, отомстят за братана",Нейтральный,0.7587391138076782,2024-12-17 19:54:56
1943995806,ужс,Нейтральный,0.8288647532463074,2024-12-17 19:54:44
496975522,Капец даже на машинку уже нападают 🤣🤣🤣,Положительный,0.5517820119857788,2024-12-17 19:54:25
1902833786,Позорище какое 🤦‍♀️,Негативный,0.7515811920166016,2024-12-17 19:54:10
